text,label
"Didn't try, g and I decided not to head out",green
But i juz remembered i gotta bathe my dog today..,green
@CBSThisMorning @charlierose racist @NorahODonnell tx trash enjoy your high along with gop win a substitute for racist @MittRomney loss!,green
RT @SexyKarenFisher: Oh it's Saturday funny time! You better redneck necognize! http://t.co/qc4mgs3ejp,green
Can I have a bad bitch without no flawwssss,red
@CM_UTLR your man looks terrified in that picture. Do you beat him? Or just treat him like a regular bitch?,red
Yo bitch choosin' just let her,red
@fucktyler lmao bitch is dumb slap her up,red
Bruh RT @share_ps4: He def wanted to call L Rock a nigger in that last RT LMAOOOOOOOOOOOOOOOOOOOOOOOOOOOO,red
These niggas cars be $800 and they have the nerve to put some 2500 rims and some speakers in the bitch,red
RT @JaeRawww: Y'all bitches who hit up the mall looking for new clothes need to hit up the gym &#128514;&#128514;&#128514; those escalators not cutting it &#128514;&#128514;&#128514;,red
RT @Annnna_dav69: I hate trailer trash &#128567;,red
"@JusDahl bitch, wake up!",red
Phaedra is gonna drop Apollo like Mariah did when Da Brat went to prison. These hoes ain't loyal,red
RT @rebelGANJA: &#8220;@1BookieG: Idk why I love skinny girls&#8221; they got good pussy &#9994;,red
"Goldiggers wanna marry me, somebody tell them hoes to see therapy.",red
Model bitches in the gym working on they fitness but it dont mean nothing cuz they still gon buy some titties!,red
@billyeichner Since @TomCruise will be a hoser... hi.,green
You're all just crows on the power lines.,green
kicking this bitch to the curb bruh.,red
guess rubes doesn't want to go on a date with me &#128532;,green
"If Bradley Cooper wins an #Oscar before Ryan Gosling does, imma cut a bitch.",red
Sex should be a reward in a relationship. Nigga has never done anything for you whatsoever yet you still give him the pussy...smh,red
"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....",green
Whatsup there. Dont u want to sleep,green
RT @JustLeShay: &#8220;@TheKaosYatti: @JustLeShay Who said you was cute&#128035;&#8221; byeeee mad bitch! &#128530; come visit me,red
"Lmao &#171;@MickDaddy_ &#171;@TylerIAm ""I mean damn bitch you was almost ready 20 minutes ago"" http://t.co/DtQGxJKJv7&#187;&#187;",red
Stay witcha nasty little hoes who don't do shit for you.,red
I love when girls pass up the guys who want Something real and to treat them right for the guy who just uses em cuz then they bitch about it,red
@NumbersDnt_Lie Yeah them hoes straight ima grab that light blue pair,red
I guess none of deez rappin ass niggas wanna throw dem bitches wit da big homie @gucci1017,red
I be waking niccas up lol,red
"""I dont have hoes"" &#128564;",red
RT @xojeaninee: &#128553; dawg! &#8220;@Tressilicious: Pet peeve is finding out a cute guy has hoes. I automatically lose interest. I don't compete.&#8221;,red
Will be out of class in a few hours. Sorry,green
I pictured Angus running up the side of FOB Sharana with every day in Afghanistan @ReturnTo1776 http://t.co/zj1MK6w7EF,green
@walterthecat121 @GalliumRBLX how is it being colored blind?,green
@jasongregory674 @Devondude1234 @hot_lads fuck yeah and hot big blk boots. This scally lad would get it.,red
"I'm pissed off bitches on my dick but shit my dick soft
CAUSE THE WAY YOU CARRY YOURSELF GOT ME TICKED OFF I ain't tryin to be Rick Ross...",red
@ComplexMag I didn't know #whitetears were blue and yellow! #lessonoftheday,green
"@Brice2254 Fuck you, faggot.",red
What jealous hoe made this? http://t.co/95rdO7RHvq,red
@MickalaBickham barely a rhyme dumb bitch,red
I think i am disturbing her da,green
"RT @TAXSTONE: You dumb bitches still think pretty is everything ""KERI LOOKS BETTER THAN BEYONC&#201; "" Keri probably know she do too but guess &#8230;",red
how you settin' trends when you're rappin about wearing the same shit everyone else is wearin and rappin about? This mixtape is trash yo,red
RT @AsapCruz: Omg seriously do bitches still love Sosa??!?,red
I'm also came to room.,green
Hahaha..use your brain dear,green
Niggas hate me cuz they know im a threat to them &amp; they bitches,red
RT @itsjustshay__: i swear i care bout everything but these bitches &#128080;,red
I'm the crazy bitch that will call you 10 times in one hour,red
Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,green
#Shoutout to my exit 47 niccas! #RealNiccaSalute,red
"RT @Macbeth870: #bowebergdahl There hasn't been a trade this lopsided since Babe Ruth was traded to the Yankees for ""No No Nanette"" cash.",green
@ChristyMack fugly bitch john will dump ur ratchet ass,red
I'm now but have to wait till 2 for the bus to pick me.,green
Big greenmile tweetin ass nicca,red
RT @youngtravo: If u ain't never had a pregnancy scare your pussy trash ladies #professortrav,red
Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,green
RT @TAXSTONE: Niggaz like all them naked bitches on IG pics NIGGAZ DONT LOVE EM,red
Kinda just wanna cruise and see if I see that colorful ass bitch walking around. Best believe there will be one less clown on this earth,red
"RT @baeElectronica: this is genius &#128221; RT @PhilthyCleo: ""You fat"" 

""Nigga so is this pussy since we statin facts"" &#128557;",red
you're such a retard i hope you get type 2 diabetes and die from a sugar rush you fucking faggot @Dare_ILK,red
RT @iDntWearCondoms: Stop respecting women who admit to having a hoe phase,red
"""@KingCuh: @16stanleys io io alu record ho vine sai pe hahahaha"" lol anywaaaaaays..... haha",red
We in this bitch!!! http://t.co/jKqld5vodm,red
RT @BLACKHILTON Some of y'all hoes thighs be so thick and can't even walk + Yankee food,red
Life comes at you fast RT @INDXGO_: Guys today I found out that I'm a side hoe &#128533;&#128529;&#128530;,red
Old hoes get mad when you don't show them the attention they want.,red
Ok try to do week end course in coimbatore.,green
"@calissstaaa cause you're a damn border bunny, you forget already?",red
@_BrwnSkinBeaute ahh I'm too much of a bitch to live off campus. I get lazy and wouldn't want to drive home :),red
RT @paidinfull_4: &#8220;@brennonthekidd_: what would u do? .. &#128561; http://t.co/RisLnwWIeR&#8221;kick that bitch down the stairs!,red
Both y'all pussy son beat it http://t.co/cbnjo5WJ,red
How is it possible to teach you. And where.,green
You know how these hoes be! http://t.co/EdHIfNsrfR,red
"Just bought @Godsmack_Music new release, and to all of you pussies whining about it...STFU. #TurnThatShitUpLouder #Godsmack",red
@_lostb0y no bitch w my dick,red
RT @HornyFacts: A girl KNOWS when a bitch likes her boyfriend &#128564;&#128080;,red
niggas ain't playin a gram of defense man George need to tell these bitch ass niggas man up,red
I'm on my fuck that bitch shit,red
"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.",yellow
James is the biggest bitch in basketball i swear.. fuckin cramps seriously,red
"' I thinkkk shee knows , about , maaaa otheeeeeeeer bitch &#1041219; .",red
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,yellow
Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),green
RT @WheelTod: If life hands you a hot potato try throwing it at two birds.,green
"Thinking about the ""boom boom boom waaay ho"" video makes me laugh at least once a day.",green
&#8220;@Ann_E_Lizabeth: I can't stop being a lil bitch&#8221;,red
Reverse is cheating. That is not mathematics.,green
RT @DerrickJaxn: Feel like most people want you to commit and cut off all your hoes so they can relax and start being complacent,red
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #BigTits | Cute preggie slut big tits plays with swollen pussy http://t.co/iTCpEBCem4",red
I just want to punch you in the throat when you get my order wrong stupid bitch at sonic,red
"Hey, iouri gave me your number, I'm wylie, ryan's friend",green
Ew wtf lol&#8220;@BreesInDaCut: Lmfaooooo RT @ChickenColeman: LMFAOOOOOOOOO bitches goin gay for this? https://t.co/KAqtVVQ6gg&#8221;,red
&#128073;RT @Str8_no_Chazer: Bet y'all bitches was deaf to MC Lyte's words about being treated like a queen huh,red
She know that im that niggah,red
How. Its a little difficult but its a simple way to enter this place,green
@PennyTheGOAT right in the pussy,red
Only Americans are degenerate enough to 'honor' their war dead by having a barbecue. Anyone who 'grills out' for Memorial Day is trash.,green
Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,green
Photo: Seriously &#8230; All my friends are hoes. It&#8217;s so funny. #getyourlife &#128078; http://t.co/nbnBGYCFMI,red
RT @ClassClownKJL: Those 2014 NBA All Star Jerseys look retarded...They look like the combo of a NFL jersey &amp; a FUBU jersey,red
"RT @SaveNoHoes: this nigga Kanye looking at his ice cream like ""hoe ass ice cream you aint as cold as Kanye"" http://t.co/Z3P8sXQtT3",red
RT @2Blunts1Jorge: &#8220;@GinaSanabria_: I'm ugly so don't worry about me having hoes.&#8221;,red
I made ya bitch sicc wit that one &#128514;,red
@DiggzTBLB ; bitch.. What? http://t.co/OcsuDvN5hy,red
@Fulf_ShawnFulf peckerwood,red
RT @DFkinLopes: If my girl get in a fight with your girl you better be ready to fade too cuz I'ma knock you out then go help my bitch stomp&#8230;,red
RT @KCamp427: Bring her round these slums..... Yo hoe will get slayed....,red
I'm done wit this cheer team all these bitches are Literally BRAIN DEAD.,red
Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,green
If you r @ home then come down within 5 min,green
RT @bansky: LeBron doesn't turn 30 til december. he made 5 trips faster than kobe shaq mike or bird. he'll be back yal act like hes retirin&#8230;,green
a bitch in my math class right now is actually eating just straight up Nutella &#128563;#WEREYOURAISEDINABARN,red
She bitch goddess thinks she owns New York????? .........wait...... @midnight #LameApocalypses,red
&#8220;@trillasfvck: all these bitches getting mommy money&#8221; niggas too.,red
RT @SheswantstheD: these hoes ain't loyal http://t.co/6xRobDfZtk,red
@Darth_Maxwell dude I was pissed but then looking at it I fucking died at least I'm the most yoked ape&#128517;&#128514;,red
You hoes steady coming for me &#128514;&#128514;&#128514;,red
Son of a bitch...,red
My tail just said he dropped 20k to pay off the last of his student loans and clams he is broke. Nigga u just dropped 20k like its nothing,red
RT @PacmanJonez: @HarlanCoben @taylor_TM @PhilWOTG they are both bitches.,red
I think this nigga retarded G,red
"People love to touch my hair ""ooo is this real?"" Yes bitch is yours?",red
I just want to beat the fuck out of everyone that stares at me like bitch STAHP,red
"RT @_naptural_: ""@NoBeeetch: When you drop all your hoes for the wrong one and you gotta bring em back http://t.co/vUBKmFQyAJ"" LMFAOOOOOOO",red
One day you niggas gone learn when not to fuck an ugly bitch. Because these pregnancies need to be stopped,red
RT @Murica_FuckYea: City bitches &#128514;&#128514;&#128514;&#128514;#starbucks #uggboots #Jellydoughnuts https://t.co/VVIT8HP40t,red
Come back hoe @kati_dupree843 http://t.co/1UPxvDJJNa,red
She like to argue so I sent dat bitch to law school,red
"RT @MrzSixTrue: Ill break a Bitch down, like the pussy she is.",red
I can't blow bubbles or whistle. I'm basically retarded.,red
Wiz thought he could turn his hoe into a house wife #SHEDONTBELONGTOYOU #SHEBELONGSTOTHEWORLD,red
My mama made me some brownies they was everything &#128553;,green
@OriginvlEpic in the trash,green
"Aint no bitches here... Well, like 3",red
Boy damn jitt got his ass bitch slapped in da court yard comin to 6th period &#128514;&#128514;&#128514; i was yelln n shit,red
ShoutOut to Brooklyn and this $3.47/gal gas. On my way to Atlantic to mess with ghetto girls working at Target now.,red
"RT @D_41395: And I aint got time for bitches , gotta keep my mind on my mothafuckin riches",red
Cheater cheater pumpkin eater where'd you find that no good white trash hoe. #trashy #sloots,red
@_TheBlackNerd wyd fag,red
"If the words whore, hoe, slut, prostitute, ect werent invented, their would be alot more pussy to go round",red
RT @iKatrice: Can I bring another bitch let's have a 3some,red
"&#8220;@BasedDevJay: bruh i'm telling you if she got 
zebra print bed sheets 9/10 she a hoe&#8221; @rachel_dority &#128514;&#128514;&#128514;",red
RT @TwitchyTeam: Richard Grenell: WaPo's Greg Sargent mocks voter ID and 'proves point' of proponents http://t.co/KG3NEWOYIy,green
Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,yellow
@NoreigaStacks he forced it lol mad bitches came to my mind thru every bar,red
I love how people use twitter to just bitch an complain #fuckyou,red
"Jtfooooo at ""pussy on fleek""",red
too many grown man out here worryin' about the friendzone....yall got priorities fucked my nig,red
This office is used to pound some&#160;pussy http://t.co/x8jlLf0fA9,red
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,yellow
Bruh this niggah always falls asleep ! &#128530;&#128529;,red
Everyone Needs To Stop Bitchin about Jeter... Youre witnessing the last week of baseball from the greatest player to wear a Yankees uniform,red
Sir send to group mail check it.,green
Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,green
Waaaat?? Lololo ok next time then!,green
they shot another monkey lmaooooooooooo,red
When you ain't had pussy in a hot minute... http://t.co/tP05IA7JbX,red
"""@GEDMelle: 17 missed calls!!!! &#128544;&#128545;""Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle",red
RT @WFUncleEllis: My bitch sad lookin like a lack of funny,red
@nkyathappala I'm gonna drink monster til I sue we gettin the bitch #GottaGetThe30,red
&#8220;@TheSportsDiva23: Adam Jones homers Yankees now lead 5-3.&#8221;Guy is a monsta,green
always my hoes skinny who are losing money due to therapy bills http://t.co/zu1uoYQF9u,red
I need to come home and give you some good lovin...,green
these pussy ass niggas ain't bout that life,red
"we live in a world where drake can steal your hoes and make fun of you, shit crazy",red
RT @I_HATE_VA: Niggas be on here with these Captain Obvious ass tweets about how to treat women and these lonely low self esteem hoes be ea&#8230;,red
http://t.co/bPU86qzYFt Evilyn Fierce &#8211; Naughty girl next door pummels her pussy with a purple&#160;toy http://t.co/EtBMz8EzAO,red
I put her pussy on the map!!!,red
&#8220;@iDntWearCondoms: U get what u put in. If all u offering is pussy don't be mad when all u receive is dick&#8221; &#128588;,red
@alexxx_carr18 bitch what?,red
if i were to die and be resurrected as an animal id be a howler monkey,green
Man that nigga Courage always bein a bitch. HIT DAT SHIT LIL NIGGA http://t.co/k3cb7YVVGY,red
Haha... dont be angry with yourself... Take it as a practice for the real thing. =) ,green
sick and watching the Yankees game,green
"""@JReebo: Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I"" hot sox and legs",green
@zt0mm lucky monkey,green
you can't cuff a hoe lmao,red
&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http://t.co/zibllnm1ZS,green
#Royals 2-1!! Fantastic. Ready for tomorrow's sweep of the disposed O's. #Yankees 4ever except this month.,green
"RT @Matthops82: cc: Rosemary Lehmberg RT @ComedyCentral: &#8220;I'll show you how to chug a beer, motherf**ker!&#8221; #Beerfest http://t.co/1JNGk3MXfh",red
I feel like a bad bitch when I wear my rhinestoned pocket jeans .,red
Call me when you get the chance plz &lt;3,green
"RT @BitchNiggaAlexx: ""Go talk to your other hoes""

 http://t.co/daithpoTw5",red
RT @_groovymovie: &#8220;@Shane_A1: Hmu talmbout match but when I pull up its 30 other niccas wit ya &#128530;&#8221; smfh shit like that kill me,red
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,yellow
@mis_sarahd @basedpapi1017 tranny,green
RT @hawaiinshirts: &#8220;@sufaj32: @hawaiinshirts you're a pussy.&#8221; You have more cargo shorts in your Avi than fucks I give,red
@InTheOvenJews @SlaveCatcher88 @marylene58 we should hang out ovenjew. Have a lot in common. People waste time on nigs. Jews r r problem.,red
"@moose_05 ya know gamoot, i considered it, but then I was like wait. I'm no little baby back bitch",red
"which one of these names is more offensive kike, wop, kraut, wetback jigaboo, towelhead, gook, or redskin.",red
No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,green
"RT @SexualTruth: I want to lick one lucky, HEALTHY, &amp; CLEAN woman's pussy tonight to totally change her life &amp; views about men forever!",red
@teeenytori @blzznts @Pouyalilpou put your tits away you ginger. Arnt u like 7? Isn't it past you bed time? Fuck off bitch.,red
"""@RachieSoul: @DizzleOfficial inna di ghetto!!!"" You alone lmaoo",green
RT @DragonflyJonez: His jeans bluer denabitch. Dont let him lie to you. He's SICK RT @YolieTheJew how you know the pussy was't overrated ht&#8230;,red
"What's this #picslip shit? If your posting a pic. IT'S NOT A SLIP!
Don't flatter yourself. *stupid ass bitches!",red
RT @ImaGrumpyCat: who remembers this bitch? &#128514;&#128557; http://t.co/P9MmBzqMiH,red
"RT @bitchdicknigga: @Tronkitty bet nigger, I'm waiting for the car keys",red
still got a hoes tho..,red
RT @LilTunechi: Eddie Lacy rookie of the year! Well deserved The green &amp; yellow bumble bee bekuz if he hit ya it's gon sting!Green Bay all&#8230;,green
Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,green
RT @jessmelkum: Nipple piercings are suppose to be a girls personal secret. But y'all hoes get them just to take a selfie,red
Prepare to be pleasured :),green
"@ItsNotHarold I'll try tomorrow RT @Harold: Gonna try and eliminate the word ""bitch"" out of my vocabulary. I need to start bettering myself",red
"""@SacTownProdigy: Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls"" lol bitch fuck you",red
RT @CoryLafon: &#8220;@Gvmby: This bitch possessed by the thot demon. https://t.co/CZTh5NhUDu&#8221;LMFAOOOOOOOOOOOO,red
I miss my fag friends,red
I AM AT THE GAS STATION. GO THERE.,green
Nah @PrimeTimeLewis really the man at BG breh nigga got random bitches at the bar coming up to me like I attend the university this is crazy,red
No go. No openings for that room 'til after thanksgiving without an upcharge.,green
RT @Elisaa_Martinez: Happy birthday cotton picker lol @1NOnlyDirtyMike,green
"guys that cheat on their girlfriend are trash. 
the girls that know he has a girlfriend are also trash.",red
Y'all bitches need to sandos!,red
@SteveWorks4You Golly Wompers and Dad Gum Son You lyin cheatin scoundrels fucking did it! Man up and own it ya chicken shit pussy Republican,red
RT @ToMyFutureHus: #DearFutureHusband you have no idea how many brownie points you will get I you randomly play with my hair or scratch my &#8230;,green
You hoes AINT fucking with me &#128526;&#128526; http://t.co/abITIixmhz,red
"you got niggas, and i got bitches.",red
Love my bitches @CheralynVB @mckinley719 @LaurieMcKinley,red
How you gone wife a bitch that let niggas lick on her head in public?,red
I could NEVER bring myself to fw a bitch or nigga that wears EVERYBODY else shit like um no YOUR BROKE &amp; bummy ya fuccing boof &#128514;&#128557;&#9995;&#128553;,red
ooh girl cute face but yellow teef. lol,green
"RT @TwangNation: On this day , February 13, in 2002 Waylon Jennings left us for that honky-tonk in the sky - Dreaming My Dreams - ht ...",green
HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,green
"Haha, Yankees fans are bent out of shape about the Hu27le graphic",green
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,yellow
@Dougherty06 my apologies... Oh wait it's my fucking birthday bitch &#128521;,red
"&#8220;@FunnyPicsDepot: ""fucking white people"" http://t.co/uyjGzuX4Cc&#8221; bitch wut?",red
RT @JasperDolphin: Just wanna put food in bitches pussy and take cool pictures. Don't get why bitches don't like food in their pussies.,red
@Prophzilla I honesty think the internet is just full of retards.,red
Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,green
Mum ask ü to buy food home...,green
I feel like slapping a bitch,red
Makem eat my ass since eating pussy ain't major nomore &#128175;&#128553;&#128514;&#9996;&#65039;&#128584;&#128129;&#128079;&#128522;,red
"I was literally ""trappin"" when Drake dropped that ""Take a bitch from any nigga, that's what we do!"" line. I can taste the Hennessey now",red
You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,green
Why can't you be humble like your moms and not hoes,red
What you doing?how are you?,green
Yesterday its with me only . Now am going home.,green
the birds out tonight,green
I'm Rick James bitch!,red
@Zhugstubble meet up eat bitch,red
Sheehey back door cuts still go un guarded! #IU #HoosierHoops #hoosiers,green
"Monkey see, monkey do, Narnfraud?
Swiftee &amp; Narnfraud = pathetic and disturbed pair of thugs
#mngop proud?
#stribpol",red
"RT @tanishalixpussy: no need to compete with other women there's only one of me, and shit... im that bitch",red
These hoes soo &#127805;&#127936;,red
RT @_TyMoore: For all those watching that so raven. Look at this negro now lol&#128514;&#128514;&#128553;&#128553; http://t.co/nEcAKyTdI1,red
No:-)i got rumour that you going to buy apartment in chennai:-),green
"dope in the bag, pretty bitch on the side
I sell dope in the back,if you tryna get high #ty",red
"he had a song called ""Hit u from the back"" with the iconic lines ""There they go! a big ole pack of pretty bitches...""",red
It is a good thing I'm now getting the connection to bw,green
&#8220;@GiantRaiderKing: @nomaambundy92 fag&#8221; but Tony :(,red
RT @1JohnnyCinco: You can't go wrong with a loyal bitch.,red
Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,green
Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,green
A squad of dyke cholas fear nobody. They worse than the cartel,green
"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",green
Brrr hoe dichter bij het Sint gebeuren hoe racistischer de drek op twitter en het komt nagenoeg alleen van de proZwartePieten hoek. Engvolk,red
RT @brendacoyt_3: @Tonymartinezz15 &#128530;&#9995; naw bruh member when you said that it was your snow -.- and your bitches &#128514;&#128514; that's my cake &#128079;,red
RT @SwaaggyyV: Fucking chinks in Clash of Clans always fuck me up. Bitch ass kamikaze faggots.,red
"RT @CaramelKushh: these bitches love wyandanch niggas i tell you , i always see yall o.t bitches out here wit them . but keep frontin for t&#8230;",red
Thts god's gift for birds as humans hav some natural gift frm god..,green
Oh please. You're a pussy,red
me and peter have always been slaying these hoes http://t.co/jqmil7rJaT,red
This is how im asking my bitch to prom or for her to marry me &#128076; guareenteed yes http://t.co/4HZzRqJHaq,red
Same people bitchin about jetpacks and shit in AW are counting down the days until it comes out buncha fags.,red
"""@Shaa_Jenkins: If ya bitch always bitching clearly she care!"" Or just an annoying Bitch!",red
Can someone beat Justin beibers ass? He's such little pussy.,red
I knows y'all white folk only be playin wit me. I colored and I knows my place,red
RT @flavorpill: Why Tori Amos matters now more than ever http://t.co/YIsiAI6S via @nme,green
Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,green
I made you bitch,red
Lmao this bitch.,red
RT @Broski5519 Lauderdale. . + that's where the hoes at?,red
@JamesyNBA damn your bitch really hoe'n for the F!!,red
"""@TweetGameLazy: I can ride your bitch with no handle bars""",red
@WyattNuckels @grizzboadams hey faggot spell faggot right you dipshit,red
Gettin rdy to ship comp,green
What kind of bitch ass throw was that Alex. Fuck.,red
"@dolphrudager Only one current Yankee sells! Only one current BoSox sells! Only ONE player on each L.A. team sells! Most teams have 0, yeah.",green
Word... But what r Dms? RT @BakeGriffin A twitter crush is some bitch shit. Man up &amp; enter her Dm's bruh,red
"Naomi Campbell, Rihanna, Miley Cyrus?...Crazy bitches lol",red
@uhhdrugs bitch. Again?,red
Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,green
RT @_KingCorey_: &#8220;@skyereyes_: &#8220;@GinaSanabria_: I have no hoes man. I don't need those though &#128564;&#8221;&#128557;&#128557; I need to pick mines back up &#128553;&#8221;,red
RT @djevilone: stupid ignorant bitch &#8220;@SarahPalinUSA: Stopped by Chick-fil-A in The Woodlands to support a great business. http://t.co/6 ...,red
I'm a dope ass nigga n these bitches OD,red
@PerezHilton \the whole bunch of the trash needs 2 jus go away. they r jus trash!!!,red
Bad lil short fine bitch lil petite sumn,red
Bags Bags that's that bag money trash bag black and it's filled up with money,green
I hate Hashtag activism. No lie. I think 95% of it is trash.,green
RT @SF_LaMasterBoy: Im scared of her...her pussy too good!! Lol,red
@Big_Jim777 bitch,red
Know that the bad bitch got ittt &#128553;&#127908;,red
"RT @FukTylar: ""Heard you was talkin trash like I wouldn't find out"" http://t.co/8LpcnHM9XB",green
This weight issue of mine really needs a good bitch slapp.,red
She told me that she love me I looked at and said bitch stop,red
What happen to her tell the truth,green
"@jazminesmazmine dykes aren't even human tbh, like what empowered them to dress like a man but like bitches?? Some alien shit",red
Lmao look at these hoes RT @RareHipHopPic: http://t.co/lOCEXe8Rcd,red
"#RadioFreeNorthwest 218
Covington reads responses &amp; mocks FBI, Andy on Real Politics, Liv on her awakening, Gretchen
http://t.co/t9JyhAncPR",green
This bitch backed into my car TWICE.. Not once but 2 times.,red
@Kevhoeee916 apply to thunder valley bitch,red
Lol niccas remember the ginyu force &#128514;,red
As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,green
RT @Tweets2Sweet Or lack of &#8220;@HumbltonBanks Smh u niggers &amp; ur music knowledge&#8221;,red
"Hmm.. Ass all chunky, brain is insanity.",red
RT @Baseball_Photos: A 17 year old girl once struck out Babe Ruth and Lou Gehrig back to back and was banned from baseball for it #Yankees &#8230;,green
The fuck does a yellow cloud do?,red
@lilylovescamel @auroraabartlett I like that your room isn't a big sloppy mess like most of these Twitter hoes,red
@delaney_guinan you did a good job doing that to me and not texting back faggot,red
"i love how when it was airing everyone loved kill la kill but i was like ""no its fucking trash"" and now everyone who loved it hates it",red
"@SuperheroReport ""I'm going to show these bitches how it's done."" http://t.co/RF5dTVQWI6",red
Y'all be cool out there in that cold chasing them hoes &#9996;&#65039;,red
"RT @warningfragile: everyone always says girls are really bitchy, no. some boys are fucking inconsiderate bitchy cunts it is actually disgu&#8230;",red
"&#8220;@_nicolehayley_: @Thompson_Era ahhh you know who? So smart Donny! &#128516; but YES RT &#128514;&#8221;

Yass! I'm glad you speak your mind to these 2faces hoes",red
"RT @ShxtWesleySays: ""Let me put my kids up in ya mouth bitch. I'ma turn this shit into a foster home.""",red
@AmericanMirror @Praedor The Cop was bitch slapped by this wanna B st. thug. And he got what TM got Dead See you don't slap cops they R law,red
So yesterday I ran into a dude I went to high school with &amp; he used to be skinny as hell. Now? Omg. Same fucker who slit my tires years ago.,red
@MoeEaseYaMind bitches crazy &#128553;&#128514;,red
Spring breakkkk bitches &#128513;,red
Pussy ass nigguh name Jesus. And his daddy,red
Pops interviews remain warm and fuzzy.,green
Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,green
&#8220;@RaleighBeougher: dumb beaner&#8221; http://t.co/r0hABEQhSu,green
Ha.. yous a lonely hoe,red
Lol now I'm after that hot air balloon!,green
is she choking it!! &#128563;&#128563;&#128584;&#128584;&#128553;&#128553;&#8220;@AwwAdorabIe: I want a pet monkey &#128553;&#128525; http://t.co/w7Yr5xKLSC&#8221;,green
U should have made an appointment,green
You out there popping them pills fucking them stank hoes.. Keep it real you ain't really bout your bank roll.. You're satisfied.,red
I got some bitch ass coworkers. I stay late every day last week I don't complain about them mfs. They stay late they send emails that I left,red
People with trash cars LOVE to drive fast and reckless,green
@Hi__________Bye omfg or the other pics of the tranny lmao,red
&#128514;&#128514;&#128514; burnt pussy lips,red
@ClicquotSuave my nigga what her pussy smell like?,red
I hope you get eye cancer bitch.,red
What restaurant drugs tests hahahaha that's fuckin trash,red
"Mother Nature is drunk again, this bitch knows how to party.",red
@TibaBurger: Straight off the bench #ned #WorldCup2014,green
"I'm in solihull, | do you want anything?",green
"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",green
Yankees should have NEVER gave away Melky. Guy can flat out HIT. #yankees #giants,green
RT @DBOI509: Shave pussy deserve nothing but fie head and good dick #twitterafterdark :),red
RT @kitt: @shinypb not only you. and that pom stuff? totally porn.,green
&#8220;@RamzyJay: I try to keep all my bitches on lay away&#8221; same way I feel,red
Ready to bounce out dis bitch,red
RT @TheDouch3: Stay safe and remember if u a girl and u on ur period don't go to a party and&#8230;..bitch jus stay home u gross as shit,red
RT @Shoq: He no doubt copied it from someone else. RT @KilloughCNN: Alert: The mock turtleneck is back. http://t.co/uM7aTH7tHT,green
"Better than bb. If he wont use it, his wife will or them doctor",green
What was that knob to get shit back in focus when it started getting fuzzy?,red
